Title,Rooms,Price,Size,Type,Year,Location
1H 695m² Juhani Ahontie 2 Lapinlahti,1H,25000,69,Omakotitalo,1986,Pohjois-Savo
5H 160m² Suokatu 21 Turku,5H,209000,160,Omakotitalo,1954,Varsinais-Suomi
5H 200m² Nilsiäntie 793 Siilinjärvi,5H,288000,200,Omakotitalo,2003,Pohjois-Savo
5H 160m² Höylärinkuja 6 Pori,5H,339000,160,Omakotitalo,2011,Satakunta
1H 28m² Virtakuja 4 A 30 Vantaa,1H,173880,28,Kerrostalo,2021,Uusimaa
Pirkkala Nuoliala Pirjolantie 21 6hkkhhs2 wc2,6H,415000,213,Omakotitalo,1986,Pirkanmaa
1H 295m² Korteniityntie 5864 Jyväskylä,1H,89900,29,Kerrostalo,2012,Keski-Suomi
4H 95m² Horsmakuja 6 A Vantaa,4H,439000,95,Kerrostalo,2015,Uusimaa
4H 200m² Köyliöntie 781 Loimaa,4H,569000,200,Omakotitalo,1900,Varsinais-Suomi
1H 20m² Mällinkatu 10 C Kotka,1H,29000,20,Kerrostalo,1957,Kymenlaakso
Sysmä Suurikylä Paimenpolku 8 4h k kph s wc k,4H,59000,80,Omakotitalo,1962,Päijät-Häme
Kajaani Teppana Eliaksentie 5 3h k kh parv,3H,119000,71,Kerrostalo,1966,Kainuu
5H 120m² Ahmantie 20 Pyhtää,5H,80000,120,Omakotitalo,1969,Kymenlaakso
1H 22m² Hallituskatu 30 Oulu,1H,86000,22,Kerrostalo,1965,Pohjois-Pohjanmaa
2H 44m² Sairaalakatu 3 B 38 Joensuu,2H,208300,44,Kerrostalo,2023,Pohjois-Karjala
3H 1045m² Ampiaishiekantie 127 Uusikaarlepyy,3H,134000,104,Omakotitalo,1987,Pohjanmaa
2H 37m² Itätullinkatu 30 A Pori,2H,132000,37,Kerrostalo,2013,Satakunta
Lahti Jalkaranta Sarvikatu 8 2h kk kph lasp,2H,55000,51,Kerrostalo,1975,Päijät-Häme
2H 525m² Kotikonnuntie 9 Helsinki,2H,164000,52,Kerrostalo,1966,Uusimaa
Lappeenranta PalloTyysterniemi Viilukatu 1 4hkt,4H,409900,96,Kerrostalo,2023,Etelä-Karjala
2H 615m² Sahamyllynkatu 54 A Joensuu,2H,92000,61,Kerrostalo,1994,Pohjois-Karjala
5H 101m² Laviamäki 57 Heinola,5H,44000,101,Omakotitalo,1983,Päijät-Häme
Oulu Toppilansalmi Siilotie 25 A8 3HKS,3H,218000,54,Kerrostalo,2021,Pohjois-Pohjanmaa
4H 68m² Virtakuja 4 A 41 Vantaa,4H,353160,68,Kerrostalo,2021,Uusimaa
5H 112m² Kyyräntie 32 Siikajoki,5H,82500,112,Omakotitalo,1970,Pohjois-Pohjanmaa
2H 605m² Loitsutie 10 a Kotka,2H,28000,60,Kerrostalo,1973,Kymenlaakso
3H 74m² Annikintie 12 E Pori,3H,64000,74,Kerrostalo,1973,Satakunta
3H 825m² Kivimiehentie 11 Janakkala,3H,99000,82,Kerrostalo,1990,Kanta-Häme
6H 184m² Vanhatie 3 Lappeenranta,6H,150000,184,Omakotitalo,1951,Etelä-Karjala
Jyväskylä Kangasvuori Viertäjäntie 20 4hks,4H,135000,102,Rivitalo,1976,Keski-Suomi
1H 28m² Pryssinkatu 12 A Turku,1H,147100,28,Kerrostalo,2022,Varsinais-Suomi
2H 535m² Haapasaarentie 2 A Helsinki,2H,169000,53,Kerrostalo,1965,Uusimaa
Imatra Karhumäki Alapelto 4 3hkskhhvh2xwc,3H,159000,70,Rivitalo,2019,Etelä-Karjala
2H 505m² Rubiinikehä 1 a Vantaa,2H,34638,50,Kerrostalo,2015,Uusimaa
1H 38m² Naapurinkatu 26 A Raasepori,1H,56000,38,Kerrostalo,1980,Uusimaa
5H 172m² Kauppurienkatu 5 Oulu,5H,1050000,172,Kerrostalo,1956,Pohjois-Pohjanmaa
4H 96m² Hurukselantie 1935 Kotka,4H,95000,96,Omakotitalo,1979,Kymenlaakso
2H 51m² Rauhankatu 1 b A Joensuu,2H,195000,51,Kerrostalo,2016,Pohjois-Karjala
1H 37m² Sairaalakatu 3 B 9 Joensuu,1H,167800,37,Kerrostalo,2023,Pohjois-Karjala
1H 28m² Virtakuja 4 A 39 Vantaa,1H,176580,28,Kerrostalo,2021,Uusimaa
Imatra Paajala Pilvikuja 5 2hks,2H,79000,55,Rivitalo,1989,Etelä-Karjala
Kangasala Ruutana Helenantie 15 4h  k  s,4H,55000,99,Omakotitalo,1962,Pirkanmaa
3H 754m² Haltijantie 2 C Kotka,3H,36000,75,Kerrostalo,1971,Kymenlaakso
5H 210m² Loimaantie 272 A Loimaa,5H,379000,210,Omakotitalo,1940,Varsinais-Suomi
Kannonkoski Keskusta Kaivostie 1 3h  k  s  tera,3H,44000,78,Rivitalo,1978,Keski-Suomi
Luumäki Taavetti Marttilantie 25 1hkk,1H,17900,36,Kerrostalo,1973,Etelä-Karjala
5H 149m² Niementie 3 Akaa,5H,219000,149,Omakotitalo,1936,Pirkanmaa
2H 43m² Itäpuisto 1 F Pori,2H,156700,43,Kerrostalo,2021,Satakunta
3H 82m² Tullipuistonkatu 2 Tornio,3H,266049,82,Kerrostalo,2018,Lappi
5H 120m² Kumpulantie 10 Marttila,5H,98000,120,Omakotitalo,1945,Varsinais-Suomi
1H 315m² Jaspiskuja 18 Vantaa,1H,174900,31,Kerrostalo,2016,Uusimaa
3H 625m² Konduktöörinkatu 2 B Seinäjoki,3H,219000,62,Kerrostalo,2015,Etelä-Pohjanmaa
3H 675m² Erämiehenkatu 43 E Vaasa,3H,35000,67,Rivitalo,1979,Pohjanmaa
Huittinen Matikkala Ylimatikkalankuja 1 3HKSAT,3H,85000,76,Rivitalo,1988,Satakunta
9H 311m² Pyhällöntie 5 Lieto,9H,85000,311,Kerrostalo,1952,Varsinais-Suomi
4H 965m² Aninkaistenkatu 10 Turku,4H,449000,96,Kerrostalo,1948,Varsinais-Suomi
2H 54m² Itäpuisto 1 A Pori,2H,178000,54,Kerrostalo,2021,Satakunta
3H 795m² Pursitie 6 A Joensuu,3H,99000,79,Rivitalo,1981,Pohjois-Karjala
Helsinki Pihlajamäki Vuolukiventie 10 2hkkh,2H,185000,66,Kerrostalo,1964,Uusimaa
2H 56m² Kaviokuja 6 A Kouvola,2H,20405,56,Kerrostalo,1972,Kymenlaakso
Jämsä Auvila Pajamäenkatu 3C 2h kk s,2H,47000,44,Rivitalo,1988,Keski-Suomi
4H 85m² Talolankatu 10 Turku,4H,139800,85,Rivitalo,1980,Varsinais-Suomi
2H 595m² Gesterbynpolku 12 B Kirkkonummi,2H,78000,59,Kerrostalo,1976,Uusimaa
Joutsa Jousa Yhdyskuja 3 2h k kph lasitettu par,2H,18000,57,Kerrostalo,1976,Keski-Suomi
3H 73m² Mannintie 6 Lieto,3H,95000,73,Rivitalo,1910,Varsinais-Suomi
1H 28m² Pryssinkatu 12 A Turku,1H,139400,28,Kerrostalo,2022,Varsinais-Suomi
3H 65m² Opistokuja 16 BC Kuopio,3H,35499,65,Kerrostalo,2022,Pohjois-Savo
Rovaniemi Keskusta Valtakatu 19 3hkksp,3H,248000,64,Kerrostalo,2016,Lappi
3H 45m² Byhamnvägen 12 Mustasaari,3H,92000,45,Omakotitalo,1946,Pohjanmaa
2H 675m² Länsipuisto 24 D Pori,2H,132000,67,Kerrostalo,1974,Satakunta
3H 77m² Horninkatu 11 A Salo,3H,199800,77,Kerrostalo,1958,Varsinais-Suomi
6H 320m² Tampereenväylä 1276 Akaa,6H,320000,320,Omakotitalo,1900,Pirkanmaa
2H 585m² Isojoenkatu 1 Seinäjoki,2H,79900,58,Rivitalo,1979,Etelä-Pohjanmaa
3H 68m² Itsenäisyydenkatu 16 Loimaa,3H,197000,68,Omakotitalo,2021,Varsinais-Suomi
Hyvinkää Kirjavatolppa Venlankatu 6 2hpkkphlas,2H,82000,41,Kerrostalo,1965,Uusimaa
4H 130m² Åminnevägen 332 Maalahti,4H,75000,130,Omakotitalo,1938,Pohjanmaa
4H 172m² Vanha Raadelmantie 31 Kaarina,4H,325000,172,Omakotitalo,1959,Varsinais-Suomi
3H 85m² Saarijärventie 18 Jyväskylä,3H,289845,85,Rivitalo,2022,Keski-Suomi
Iitti Kausala Lähteenkatu 2 2h k pshwc 2 vh p,2H,33500,57,Kerrostalo,1966,Päijät-Häme
2H 625m² Sepänkuja 3 Pöytyä,2H,67000,62,Rivitalo,1985,Varsinais-Suomi
3H 65m² Parikanvuolle 3 Kotka,3H,42000,65,Omakotitalo,1933,Kymenlaakso
2H 595m² Forsbyntie 21 B Raasepori,2H,64000,59,Kerrostalo,1976,Uusimaa
Seinäjoki Kärki Puukholleri 2 C 23 3hkslasitpa,3H,164000,58,Luhtitalo,2023,Etelä-Pohjanmaa
Lappeenranta Joutseno Naavatie 41 3h k khh ph,3H,112000,77,Rivitalo,2001,Etelä-Karjala
Vantaa Kaivoksela Kaivokselantie 5 1hktrparv,1H,169000,31,Kerrostalo,2018,Uusimaa
1H 30m² Sairaalakatu 3 B 12 Joensuu,1H,143000,30,Kerrostalo,2023,Pohjois-Karjala
5H 1145m² Sompasaarenlaituri 16 A 19 Helsinki,5H,1059000,114,Kerrostalo,2021,Uusimaa
Vesilahti Kirkonkylä Kaskitie 4 2h kt kph lasi,2H,152729,46,Kerrostalo,2022,Pirkanmaa
4H 117m² Tornikatu 4 A Raasepori,4H,135000,117,Kerrostalo,1941,Uusimaa
Espoo Tuomarila Pitkännotkontie 4 4hksauna,4H,289700,86,Rivitalo,1983,Uusimaa
1H 395m² Koulukatu 7 Turku,1H,212000,39,Rivitalo,2020,Varsinais-Suomi
1H 25m² Ryytipolku 2 A Jyväskylä,1H,99500,25,Kerrostalo,2016,Keski-Suomi
Hollola Tiilikangas Salpatie 1 2h k kph lasp,2H,45000,57,Kerrostalo,1975,Päijät-Häme
2H 56m² Laivurinkatu 24 B 20 Tornio,2H,86000,56,Kerrostalo,1963,Lappi
Sastamala Mouhijärvi Kotirannantie 4 5hkskhh2x,5H,213000,122,Omakotitalo,2002,Pirkanmaa
3H 725m² Lapakatu 3 Lahti,3H,65500,72,Kerrostalo,1968,Päijät-Häme
3H 73m² Harjunpäänkatu 7 D Pori,3H,99000,73,Kerrostalo,1963,Satakunta
5H 1195m² Kumarruspuuntie 1 B Kotka,5H,137000,119,Rivitalo,1974,Kymenlaakso
Marttila Pappila Kumpulantie 14 4hkkphswcvha,4H,169900,120,Omakotitalo,1974,Varsinais-Suomi
2H 59m² Savilahdenkatu 37 Mikkeli,2H,79500,59,Kerrostalo,1962,Etelä-Savo
3H 63m² Kaivokatu 8 Kotka,3H,95000,63,Kerrostalo,1969,Kymenlaakso
Kuopio Puijonlaakso Luistelijantie 4 2hkts,2H,184900,49,Kerrostalo,2021,Pohjois-Savo
3H 68m² Itsenäisyydenkatu 16 Loimaa,3H,197000,68,Omakotitalo,2021,Varsinais-Suomi
2H 57m² Inkilänmäenkatu 23 B Kuopio,2H,39000,57,Kerrostalo,1973,Pohjois-Savo
5H 181m² Vehkaniemenkärki 2 Joensuu,5H,495000,181,Omakotitalo,2009,Pohjois-Karjala
2H 498m² KOEKATU 12 Pori,2H,149000,49,Rivitalo,2020,Satakunta
Jämsä Pietilä Vaivaroistentie 38 5h oh k tkh s,5H,179000,188,Omakotitalo,1999,Keski-Suomi
Kangasala Sahalahti Vanha Pakkalantie 26 45hkkp,5H,389000,174,Omakotitalo,1870,Pirkanmaa
3H 77m² Koivuniemenkatu 39 A Raasepori,3H,109000,77,Kerrostalo,1970,Uusimaa
Kotka KOTKANSAARI Rauhankatu 4 3h k kph wc et,3H,73000,116,Kerrostalo,1939,Kymenlaakso
3H 62m² Tulliportinkatu 9d B 28 Joensuu,3H,225700,62,Kerrostalo,2022,Pohjois-Karjala
3H 76m² Lopentie 29 B Riihimäki,3H,92000,76,Kerrostalo,1973,Kanta-Häme
Somero Joensuu Pärnämäentie 33 4HKSKPHWCKHH,4H,126500,135,Omakotitalo,1964,Varsinais-Suomi
4H 905m² Sompasaarenlaituri 16 A 18 Helsinki,4H,840000,90,Kerrostalo,2021,Uusimaa
Oulu Tuira Kaarretie 14 D9 1HKT,1H,117500,24,Kerrostalo,2019,Pohjois-Pohjanmaa
1H 265m² Suonionkatu 3 D Helsinki,1H,205000,26,Kerrostalo,1959,Uusimaa
2H 52m² Pataljoonantie 9 Tuusula,2H,236600,52,Kerrostalo,2022,Uusimaa
4H 82m² Rytikatu 12 Kemi,4H,15000,82,Kerrostalo,1967,Lappi
Ruokolahti Huhtasenkylä Kalliotie 7 3hks,3H,75000,110,Omakotitalo,1971,Etelä-Karjala
3H 72m² Yrjönkatu 1315 C Jyväskylä,3H,99000,72,Kerrostalo,1971,Keski-Suomi
3H 70m² Äijälänrannantie 14 Jyväskylä,3H,29573,70,Kerrostalo,2014,Keski-Suomi
2H 505m² Kauppakuja 3 B Sipoo,2H,189000,50,Kerrostalo,2017,Uusimaa
4H 80m² Saarijärventie 18 Jyväskylä,4H,271200,80,Rivitalo,2022,Keski-Suomi
Joutsa keskusta Jousitie 34 2h k s p,2H,70000,49,Kerrostalo,2009,Keski-Suomi
1H 37m² Syöttäjänkatu 1 A Jyväskylä,1H,149000,37,Kerrostalo,2018,Keski-Suomi
3H 80m² Ollilantie 1 Raahe,3H,69900,80,Rivitalo,1982,Pohjois-Pohjanmaa
Lappeenranta Joutseno Teeritie 9 3hkpsh,3H,49000,64,Kerrostalo,1965,Etelä-Karjala
4H 106m² Ahvenjuova 22 Keminmaa,4H,89500,106,Omakotitalo,1990,Lappi
4H 154m² Jakkulantie 414 Somero,4H,209000,154,Omakotitalo,2004,Varsinais-Suomi
Lahti Tonttila Riihitarhankatu 5 3h k wc kph l,3H,75000,74,Kerrostalo,1970,Päijät-Häme
2H 61m² Kuningattarenkatu 16 C Loviisa,2H,89000,61,Kerrostalo,1974,Uusimaa
Lappeenranta Mattila Kurkikuja 14 5hksosvaras,5H,215000,197,Omakotitalo,1964,Etelä-Karjala
4H 96m² Sompasaarenlaituri 16 A 7 Helsinki,4H,925000,96,Kerrostalo,2021,Uusimaa
Kirkkonummi Sarfvik Ritarinkannuksentie 6 2h kt,2H,239000,56,Kerrostalo,2018,Uusimaa
3H 75m² Ilmakuja 3 A Espoo,3H,209000,75,Kerrostalo,1982,Uusimaa
Hartola Keskusta Tähtitie 14 2hks,2H,45000,57,Rivitalo,1990,Päijät-Häme
4H 99m² Murtalhontie 27 Hamina,4H,72000,99,Rivitalo,1975,Kymenlaakso
3H 85m² Rauhanvirrantie 7 Kouvola,3H,95000,85,Rivitalo,1979,Kymenlaakso
3H 110m² Huhdintie 7 B Urjala,3H,89000,110,Kerrostalo,1965,Pirkanmaa
9H 330m² Pastorintie 2 Säkylä,9H,384000,330,Omakotitalo,1930,Satakunta
2H 54m² Teekkarinkatu 13 C Tampere,2H,112000,54,Kerrostalo,1976,Pirkanmaa
Jämsä Länkipohja Kauppilantie 12 4hkskhhwckot,4H,119000,134,Omakotitalo,1977,Keski-Suomi
3H 76m² Sairaalanrinne 4 G Oulu,3H,57000,76,Kerrostalo,1974,Pohjois-Pohjanmaa
Helsinki Malmi Markkinatie 12 3h k kph lasitett,3H,159000,74,Kerrostalo,1966,Uusimaa
3H 69m² Papinnitynkatu 9 A Raasepori,3H,95000,69,Kerrostalo,1964,Uusimaa
2H 495m² Tulliportinkatu 9d B 33 Joensuu,2H,196000,49,Kerrostalo,2022,Pohjois-Karjala
2H 415m² Pataljoonantie 9 Tuusula,2H,207085,41,Kerrostalo,2022,Uusimaa
2H 58m² Purjeentie 2 D Pori,2H,47000,58,Kerrostalo,1970,Satakunta
4H 94m² Köyhäinkuja 3 Mustasaari,4H,158000,94,Rivitalo,1985,Pohjanmaa
3H 71m² Sahanmäenkatu 12 Hyvinkää,3H,115000,71,Kerrostalo,1961,Uusimaa
4H 865m² Sompasaarenlaituri 16 B 43 Helsinki,4H,780000,86,Kerrostalo,2021,Uusimaa
3H 70m² Aleksanterinkuja 1 Vaasa,3H,279000,70,Kerrostalo,2010,Pohjanmaa
Jämsä Lopeisto Lopeistontie 7 4h k s ja erilline,4H,59000,94,Omakotitalo,1954,Keski-Suomi
1H 36m² Hammaslahdentie 1053 b A Rääkkylä,1H,15000,36,Rivitalo,1989,Pohjois-Karjala
Kirkkonummi Keskusta Toritie 1 2hk ja oma sauna s,2H,159000,65,Kerrostalo,1983,Uusimaa
Jämsä Ahvenlammi Kisalavantie 5 3h k khh s at,3H,169000,107,Omakotitalo,1995,Keski-Suomi
Kuopio Puijonlaakso Luistelijantie 4 2hkts,2H,179500,50,Kerrostalo,2021,Pohjois-Savo
3H 64m² Koulukatu 13 B Pori,3H,90000,64,Kerrostalo,1959,Satakunta
6H 158m² Rosenlundinkatu 3 B Pietarsaari,6H,209000,158,Kerrostalo,1951,Pohjanmaa
Lahti Kilpiäinen Kevätkatu 5 3h k kph p,3H,69000,71,Kerrostalo,1968,Päijät-Häme
Jämsä Palomäki Palomäentie 6 3h k,3H,59000,79,Kerrostalo,1977,Keski-Suomi
1H 365m² Koverinkatu 4 D Lappeenranta,1H,74000,36,Kerrostalo,1974,Etelä-Karjala
Kuopio Puijonlaakso Luistelijantie 4 2hkt,2H,167500,40,Kerrostalo,2021,Pohjois-Savo
3H 52m² Vieremänkatu 24 Hyvinkää,3H,79500,52,Kerrostalo,1964,Uusimaa
1H 405m² Skanssinkatu 36 Turku,1H,206000,40,Kerrostalo,2021,Varsinais-Suomi
6H 284m² Palometsänkatu 6 Salo,6H,288000,284,Omakotitalo,1963,Varsinais-Suomi
4H 71m² Ratakatu 14 B Oulu,4H,119000,71,Kerrostalo,1956,Pohjois-Pohjanmaa
Jämsä Keskusta Rinnetie 1 3h k s at,3H,79000,75,Kerrostalo,1964,Keski-Suomi
4H 102m² Liisankatu 12 A Pori,4H,445000,102,Kerrostalo,2019,Satakunta
2H 55m² Korpitie 14 Rovaniemi,2H,44000,55,Kerrostalo,1983,Lappi
Helsinki Oulunkylä Välimetsäntie 7 2h keittiö kp,2H,369000,65,Kerrostalo,2015,Uusimaa
4H 825m² Happotie 6 Lappeenranta,4H,69000,82,Kerrostalo,1964,Etelä-Karjala
Nurmijärvi Klaukkala Tilantie 1 3hkkphlasp,3H,119900,74,Kerrostalo,1975,Uusimaa
3H 665m² Norolanraitti 7 B Jyväskylä,3H,31461,66,Kerrostalo,2022,Keski-Suomi
1H 30m² Kaurakatu 13 B Turku,1H,79000,30,Kerrostalo,1969,Varsinais-Suomi
2H 53m² Turjankatu 4 B Lapua,2H,31500,53,Kerrostalo,1978,Etelä-Pohjanmaa
1H 135m² Suikinkatu 4 Lappeenranta,1H,134000,135,Omakotitalo,1978,Etelä-Karjala
1H 33m² Kalliotie 3 Nurmijärvi,1H,54500,33,Kerrostalo,1978,Uusimaa
Jämsä Ahopelto Ahopellonkatu 29 3h k s at,3H,134000,78,Rivitalo,1982,Keski-Suomi
4H 83m² Huhmarinteentie 8 Polvijärvi,4H,245000,83,Omakotitalo,1998,Pohjois-Karjala
3H 99m² Laaksopolku 8 B Siilinjärvi,3H,148000,99,Rivitalo,1977,Pohjois-Savo
3H 765m² Marttalanpolku 5 Kemi,3H,29900,76,Kerrostalo,1975,Lappi
2H 495m² Norolanraitti 7 B Jyväskylä,2H,24626,49,Kerrostalo,2022,Keski-Suomi
4H 116m² Neulaspolku 2 Joensuu,4H,145000,116,Omakotitalo,1983,Pohjois-Karjala
1H 36m² Hallituskatu 31 A Oulu,1H,89000,36,Kerrostalo,1963,Pohjois-Pohjanmaa
2H 50m² Pellonreuna 7 C Jyväskylä,2H,23027,50,Kerrostalo,2021,Keski-Suomi
4H 79m² Vanhakoivistontie 7 Pori,4H,62000,79,Kerrostalo,1968,Satakunta
Hyvinkää Tehdas Kutomokatu 5 2hkkphwcsvhparv,2H,129000,52,Kerrostalo,1989,Uusimaa
3H 78m² Korpraalintie 41 B Pori,3H,68000,78,Kerrostalo,1968,Satakunta
3H 61m² Otsontie 17 Laukaa,3H,149000,61,Rivitalo,2018,Keski-Suomi
Huittinen Keskusta Lauttakylänkatu 23 2hkkkphp,2H,47500,52,Kerrostalo,1967,Satakunta
4H 80m² Pohjarannantie 2 Pori,4H,89000,80,Rivitalo,1982,Satakunta
5H 102m² Niittykulmantie 26 Pori,5H,119000,102,Omakotitalo,1977,Satakunta
2H 61m² Keonpellonkatu 3 Raisio,2H,119900,61,Kerrostalo,1961,Varsinais-Suomi
4H 100m² Saarijärventie 18 Jyväskylä,4H,339000,100,Rivitalo,2022,Keski-Suomi
Kotka Karhuvuori Loitsutie 10 2hklas parveke,2H,42000,60,Kerrostalo,1973,Kymenlaakso
4H 865m² Sompasaarenlaituri 16 B 38 Helsinki,4H,760000,86,Kerrostalo,2021,Uusimaa
Kangasala Herttuala Alatie 26 5hkvhvarwcakat,5H,285000,125,Omakotitalo,1993,Pirkanmaa
Salo Ollikkala Rajakatu 28 3h2ks2wckphpkhaul,3H,99500,95,Omakotitalo,1949,Varsinais-Suomi
2H 555m² Kontiontie 32 Riihimäki,2H,79000,55,Kerrostalo,1968,Kanta-Häme
6H 170m² Saunaniemenkatu 34 B Kuopio,6H,675000,170,Omakotitalo,1993,Pohjois-Savo
Heinola Keskusta Lampikatu 14 3h k kph s,3H,79000,68,Kerrostalo,1971,Päijät-Häme
Hamina Alakaupunki Viipurinkatu 8 4hkphskhhva,4H,120000,123,Omakotitalo,1951,Kymenlaakso
2H 505m² Pehtorintie 4 B Jyväskylä,2H,155000,50,Kerrostalo,2014,Keski-Suomi
Lappeenranta Keskusta Valtakatu 60 5hk,5H,245000,100,Kerrostalo,1951,Etelä-Karjala
6H 1604m² Rasitie 7 Raahe,6H,239000,160,Omakotitalo,2008,Pohjois-Pohjanmaa
5H 120m² Raahentie 71 Liminka,5H,225000,120,Omakotitalo,2005,Pohjois-Pohjanmaa
1H 28m² Sepänkatu 6 Oulu,1H,95000,28,Kerrostalo,1962,Pohjois-Pohjanmaa
3H 835m² Uutelantie 3 Kotka,3H,245699,83,Rivitalo,2022,Kymenlaakso
4H 99m² Erämiehentie 13 Kotka,4H,69000,99,Omakotitalo,1969,Kymenlaakso
Sastamala Keskusta Puistokatu 16 3hkkphp,3H,75000,62,Kerrostalo,1964,Pirkanmaa
2H 575m² Heinämutka 3 Jyväskylä,2H,18681,57,Kerrostalo,2008,Keski-Suomi
Jämsä Palomäki Kumpulantie 3 2h k at,2H,42000,58,Kerrostalo,1973,Keski-Suomi
2H 575m² Villentie 16 Tyrnävä,2H,69000,57,Rivitalo,1988,Pohjois-Pohjanmaa
2H 55m² Lemminkäisentie 9 C Pori,2H,36500,55,Kerrostalo,1977,Satakunta
2H 555m² Munckinkatu 46 A Hyvinkää,2H,64000,55,Kerrostalo,1963,Uusimaa
3H 70m² Otavankatu 2 C Pori,3H,149000,70,Kerrostalo,1972,Satakunta
Kajaani Keskusta Väinämöisenkatu 1 3h k s,3H,127000,70,Kerrostalo,1964,Kainuu
5H 112m² Mechelininkatu 3a D Helsinki,5H,930000,112,Kerrostalo,2016,Uusimaa
5H 127m² Rantakiventie 16 D Helsinki,5H,349000,127,Rivitalo,1980,Uusimaa
1H 195m² Kasarminkatu 21 A Vaasa,1H,83500,19,Kerrostalo,1936,Pohjanmaa
1H 28m² Pryssinkatu 12 A Turku,1H,139400,28,Kerrostalo,2022,Varsinais-Suomi
4H 116m² Turulanmäentie 3 Kuopio,4H,157000,116,Omakotitalo,1960,Pohjois-Savo
Jämsä Halli Heikinkuja 5 2h k s,2H,29000,58,Rivitalo,1987,Keski-Suomi
2H 50m² Lipstikkakuja 6 Vantaa,2H,203000,50,Rivitalo,2023,Uusimaa
3H 75m² Uusikoivistontie 79 B Pori,3H,93000,75,Kerrostalo,1956,Satakunta
5H 214m² Ristonranta 6 Muurame,5H,1070000,214,Omakotitalo,2013,Keski-Suomi
Pori Vähärauma Langintie 31 2hkruoknurk,2H,64000,61,Rivitalo,1963,Satakunta
3H 75m² Niittykatu 1 A Loviisa,3H,82000,75,Kerrostalo,1973,Uusimaa
2H 615m² Ilveskatu 5 A Riihimäki,2H,72000,61,Kerrostalo,1968,Kanta-Häme
Kangasala Sahalahti Kapumäenkuja 5 2hk,2H,69000,60,Omakotitalo,1949,Pirkanmaa
Ikaalinen Kylpyläalue Kuntotie 4 3h k ja parveke,3H,69000,71,Kerrostalo,1974,Pirkanmaa
Heinola Keskusta Kirkkorinne 4 3h k rt 2p,3H,67000,78,Kerrostalo,1968,Päijät-Häme
Jyväskylä Mäkimatti Voionmaankatu 24 3hkkkph,3H,144900,61,Kerrostalo,1955,Keski-Suomi
2H 555m² Villenraitti 4 B Seinäjoki,2H,76000,55,Kerrostalo,1967,Etelä-Pohjanmaa
Vantaa Havukoski Paimenenkatu 16 4h k kph lasit,4H,165000,91,Kerrostalo,1973,Uusimaa
2H 63m² Kylväjäntie 11 D Iitti,2H,69000,63,Rivitalo,1986,Päijät-Häme
Helsinki Konala Seltterikuja 8 4hkkphskhhvhp,4H,475000,92,Rivitalo,2019,Uusimaa
Helsinki Kontula Porttikuja 4 4HK,4H,199000,80,Kerrostalo,1965,Uusimaa
2H 415m² Pataljoonantie 9 Tuusula,2H,211235,41,Kerrostalo,2022,Uusimaa
5H 197m² Hovintie 25 Luumäki,5H,248000,197,Omakotitalo,2006,Etelä-Karjala
3H 83m² Leilitie 3 A Joensuu,3H,129000,83,Rivitalo,1982,Pohjois-Karjala
3H 60m² Kuningattarenkatu 40 A Loviisa,3H,113000,60,Kerrostalo,1967,Uusimaa
Orimattila Keskusta Rantatie 10 4h k p,4H,83000,97,Kerrostalo,1972,Päijät-Häme
1H 355m² Hirvitie 13 Salo,1H,32000,35,Kerrostalo,1967,Varsinais-Suomi
Kerava Kurkela Käenkatu 4 2hpk,2H,124000,48,Kerrostalo,1970,Uusimaa
2H 46m² Kehätie 14 Seinäjoki,2H,65000,46,Rivitalo,1973,Etelä-Pohjanmaa
Imatra Vuoksenniska Peltolankatu 60 2hks,2H,113000,54,Kerrostalo,2005,Etelä-Karjala
1H 28m² Virtakuja 4 A 42 Vantaa,1H,171180,28,Kerrostalo,2021,Uusimaa
1H 29m² Pajamäenkatu 3 A Kotka,1H,27000,29,Kerrostalo,1970,Kymenlaakso
4H 945m² Rajankuja 12 Hamina,4H,85000,94,Rivitalo,1974,Kymenlaakso
3H 775m² Vuorikuja 6 Salo,3H,138000,77,Kerrostalo,1973,Varsinais-Suomi
1H 28m² Virtakuja 4 A 40 Vantaa,1H,176580,28,Kerrostalo,2021,Uusimaa
3H 76m² Tiilitie 15 E Oulu,3H,88000,76,Kerrostalo,1974,Pohjois-Pohjanmaa
2H 49m² Petäjätie 10 B Hausjärvi,2H,35000,49,Rivitalo,1971,Kanta-Häme
Jämsä Jämsänkoski Muilahdentie 17 4h k khh s p,4H,365000,156,Omakotitalo,2005,Keski-Suomi
2H 56m² Koivistonpuistikko 4951 A Pori,2H,58000,56,Kerrostalo,1972,Satakunta
Taipalsaari Vehkataipale Vehkataipaleentie 956 2h,2H,68000,55,Omakotitalo,1962,Etelä-Karjala
2H 555m² Lähteenkatu 6 Kotka,2H,62000,55,Kerrostalo,1984,Kymenlaakso
4H 138m² Eerikinpolku 6 Kotka,4H,325000,138,Omakotitalo,2008,Kymenlaakso
3H 124m² Lehtisenkuja 20 Virolahti,3H,65000,124,Omakotitalo,1969,Kymenlaakso
Huittinen Loima Loimijoentie 330 5hkkhhphs2wc,5H,110000,133,Omakotitalo,1979,Satakunta
4H 93m² Pupuhuhdantie 26 Jyväskylä,4H,149000,93,Rivitalo,1990,Keski-Suomi
Lappeenranta Hovinpelto Torpparintie 18 3havoks,3H,148000,139,Omakotitalo,1976,Etelä-Karjala
